Претензия,
101167,2025-09-01 00:00:00
101181,2025-07-01 00:00:00
101185,2025-08-01 00:00:00
101188,2025-08-01 00:00:00
101188,2025-10-01 00:00:00
101222,2025-02-01 00:00:00
101222,2025-03-01 00:00:00
101225,2025-02-01 00:00:00
101249,2025-02-01 00:00:00
101267,2025-02-01 00:00:00
101268,2025-06-01 00:00:00
101268,2025-11-01 00:00:00
101272,2025-02-01 00:00:00
101340,2025-09-01 00:00:00
101479,2026-01-01 00:00:00
101479,2026-02-01 00:00:00
101510,2026-01-01 00:00:00
101510,2026-02-01 00:00:00
101544,2025-12-01 00:00:00
101567,2026-01-01 00:00:00
101567,2026-02-01 00:00:00
101633,2025-12-01 00:00:00
101754,2025-02-01 00:00:00
101767,2025-02-01 00:00:00
101767,2026-01-01 00:00:00
101767,2026-02-01 00:00:00
101941,2025-12-01 00:00:00
101968,2026-01-01 00:00:00
101968,2026-02-01 00:00:00
101984,2025-12-01 00:00:00
102042,2025-12-01 00:00:00
102102,2025-08-01 00:00:00
102102,2025-11-01 00:00:00
102114,2025-06-01 00:00:00
102125,2025-09-01 00:00:00
102200,2025-09-01 00:00:00
102209,2025-12-01 00:00:00
102209,2026-01-01 00:00:00
102209,2026-02-01 00:00:00
102210,2025-07-01 00:00:00
102238,2025-10-01 00:00:00
102252,2025-07-01 00:00:00
102252,2026-01-01 00:00:00
102252,2026-02-01 00:00:00
102268,2025-12-01 00:00:00
102279,2025-08-01 00:00:00
102283,2025-06-01 00:00:00
102283,2025-08-01 00:00:00
102400,2025-07-01 00:00:00
102400,2026-01-01 00:00:00
102400,2026-02-01 00:00:00
102424,2025-12-01 00:00:00
102434,2025-01-01 00:00:00
102434,2026-01-01 00:00:00
102434,2026-02-01 00:00:00
102465,2025-02-01 00:00:00
102482,2025-09-01 00:00:00
102509,2025-07-01 00:00:00
102509,2025-11-01 00:00:00
102514,2025-06-01 00:00:00
102528,2025-07-01 00:00:00
102529,2025-11-01 00:00:00
102550,2025-07-01 00:00:00
102587,2025-07-01 00:00:00
102684,2026-01-01 00:00:00
102684,2026-02-01 00:00:00
102705,2025-12-01 00:00:00
102729,2025-12-01 00:00:00
102729,2026-01-01 00:00:00
102729,2026-02-01 00:00:00
102831,2025-12-01 00:00:00
102831,2026-01-01 00:00:00
102831,2026-02-01 00:00:00
102850,2025-01-01 00:00:00
102952,2025-01-01 00:00:00
103030,2026-01-01 00:00:00
103030,2026-02-01 00:00:00
103031,2025-07-01 00:00:00
103031,2025-11-01 00:00:00
103031,2026-01-01 00:00:00
103031,2026-02-01 00:00:00
103159,2025-02-01 00:00:00
103198,2025-02-01 00:00:00
103198,2025-03-01 00:00:00
103238,2025-02-01 00:00:00
103271,2025-02-01 00:00:00
103306,2025-11-01 00:00:00
103312,2025-11-01 00:00:00
103312,2026-01-01 00:00:00
103312,2026-02-01 00:00:00
103313,2026-01-01 00:00:00
103313,2026-02-01 00:00:00
103323,2025-02-01 00:00:00
103323,2025-03-01 00:00:00
103324,2025-08-01 00:00:00
103325,2025-02-01 00:00:00
103328,2025-02-01 00:00:00
103328,2025-03-01 00:00:00
103357,2025-02-01 00:00:00
103371,2025-02-01 00:00:00
103371,2025-03-01 00:00:00
103372,2025-02-01 00:00:00
103372,2025-03-01 00:00:00
103384,2025-03-01 00:00:00
103385,2025-02-01 00:00:00
103385,2025-03-01 00:00:00
103401,2025-02-01 00:00:00
103408,2025-02-01 00:00:00
103422,2026-01-01 00:00:00
103422,2026-02-01 00:00:00
103425,2025-11-01 00:00:00
103431,2025-10-01 00:00:00
103437,2025-12-01 00:00:00
103475,2025-08-01 00:00:00
103475,2026-01-01 00:00:00
103475,2026-02-01 00:00:00
103552,2025-08-01 00:00:00
103552,2026-01-01 00:00:00
103552,2026-02-01 00:00:00
103573,2025-07-01 00:00:00
103573,2026-01-01 00:00:00
103573,2026-02-01 00:00:00
103597,2025-09-01 00:00:00
103621,2025-07-01 00:00:00
103625,2025-09-01 00:00:00
103667,2025-08-01 00:00:00
103667,2026-01-01 00:00:00
103667,2026-02-01 00:00:00
103670,2025-08-01 00:00:00
103708,2025-08-01 00:00:00
103708,2026-01-01 00:00:00
103708,2026-02-01 00:00:00
103734,2025-11-01 00:00:00
103787,2025-12-01 00:00:00
103811,2025-09-01 00:00:00
103841,2025-09-01 00:00:00
103844,2025-11-01 00:00:00
103864,2025-09-01 00:00:00
103876,2025-07-01 00:00:00
103901,2025-09-01 00:00:00
103917,2025-01-01 00:00:00
103919,2025-03-01 00:00:00
103919,2026-01-01 00:00:00
103919,2026-02-01 00:00:00
103938,2025-07-01 00:00:00
103938,2026-01-01 00:00:00
103938,2026-02-01 00:00:00
103945,2025-02-01 00:00:00
103945,2025-03-01 00:00:00
103945,2026-01-01 00:00:00
103945,2026-02-01 00:00:00
103946,2025-02-01 00:00:00
103949,2025-07-01 00:00:00
103949,2026-01-01 00:00:00
103949,2026-02-01 00:00:00
103950,2025-07-01 00:00:00
103950,2026-01-01 00:00:00
103950,2026-02-01 00:00:00
103951,2025-07-01 00:00:00
103954,2025-07-01 00:00:00
103954,2026-01-01 00:00:00
103954,2026-02-01 00:00:00
103956,2025-07-01 00:00:00
103956,2026-01-01 00:00:00
103956,2026-02-01 00:00:00
103958,2025-07-01 00:00:00
103958,2026-01-01 00:00:00
103958,2026-02-01 00:00:00
103959,2025-07-01 00:00:00
103959,2026-01-01 00:00:00
103959,2026-02-01 00:00:00
103960,2025-01-01 00:00:00
103960,2026-01-01 00:00:00
103960,2026-02-01 00:00:00
103966,2025-07-01 00:00:00
103966,2026-01-01 00:00:00
103966,2026-02-01 00:00:00
103968,2025-03-01 00:00:00
103968,2026-01-01 00:00:00
103968,2026-02-01 00:00:00
103969,2025-07-01 00:00:00
103969,2026-01-01 00:00:00
103969,2026-02-01 00:00:00
103971,2025-07-01 00:00:00
103971,2026-01-01 00:00:00
103971,2026-02-01 00:00:00
103980,2025-01-01 00:00:00
103980,2026-01-01 00:00:00
103980,2026-02-01 00:00:00
103983,2025-07-01 00:00:00
103983,2026-01-01 00:00:00
103983,2026-02-01 00:00:00
103988,2025-07-01 00:00:00
103988,2026-01-01 00:00:00
103988,2026-02-01 00:00:00
103991,2025-07-01 00:00:00
103991,2026-01-01 00:00:00
103991,2026-02-01 00:00:00
103992,2025-07-01 00:00:00
103992,2026-01-01 00:00:00
103992,2026-02-01 00:00:00
103994,2025-07-01 00:00:00
103994,2026-01-01 00:00:00
103994,2026-02-01 00:00:00
103996,2025-07-01 00:00:00
103996,2026-01-01 00:00:00
103996,2026-02-01 00:00:00
104000,2025-07-01 00:00:00
104000,2026-01-01 00:00:00
104000,2026-02-01 00:00:00
104003,2025-07-01 00:00:00
104003,2026-01-01 00:00:00
104003,2026-02-01 00:00:00
104012,2025-07-01 00:00:00
104012,2026-01-01 00:00:00
104012,2026-02-01 00:00:00
104017,2025-07-01 00:00:00
104017,2026-01-01 00:00:00
104017,2026-02-01 00:00:00
104019,2025-01-01 00:00:00
104019,2026-01-01 00:00:00
104019,2026-02-01 00:00:00
104024,2025-01-01 00:00:00
104050,2025-07-01 00:00:00
104050,2026-01-01 00:00:00
104050,2026-02-01 00:00:00
104052,2025-07-01 00:00:00
104052,2026-01-01 00:00:00
104052,2026-02-01 00:00:00
104053,2025-03-01 00:00:00
104053,2026-01-01 00:00:00
104053,2026-02-01 00:00:00
104054,2025-01-01 00:00:00
104054,2026-01-01 00:00:00
104054,2026-02-01 00:00:00
104056,2025-02-01 00:00:00
104056,2025-07-01 00:00:00
104056,2026-01-01 00:00:00
104056,2026-02-01 00:00:00
104057,2025-07-01 00:00:00
104057,2026-01-01 00:00:00
104057,2026-02-01 00:00:00
104072,2025-03-01 00:00:00
104072,2025-07-01 00:00:00
104072,2026-01-01 00:00:00
104072,2026-02-01 00:00:00
104076,2025-07-01 00:00:00
104076,2026-01-01 00:00:00
104076,2026-02-01 00:00:00
104077,2025-03-01 00:00:00
104077,2025-11-01 00:00:00
104077,2026-01-01 00:00:00
104077,2026-02-01 00:00:00
104084,2025-02-01 00:00:00
104088,2025-02-01 00:00:00
104126,2025-02-01 00:00:00
104126,2025-03-01 00:00:00
104137,2025-02-01 00:00:00
104137,2025-03-01 00:00:00
104137,2026-01-01 00:00:00
104137,2026-02-01 00:00:00
104140,2025-03-01 00:00:00
104177,2025-01-01 00:00:00
104177,2025-02-01 00:00:00
104177,2025-06-01 00:00:00
104177,2026-01-01 00:00:00
104177,2026-02-01 00:00:00
104201,2025-02-01 00:00:00
104201,2025-03-01 00:00:00
104201,2026-01-01 00:00:00
104201,2026-02-01 00:00:00
104225,2025-02-01 00:00:00
104225,2025-03-01 00:00:00
104237,2025-02-01 00:00:00
104237,2025-03-01 00:00:00
104238,2025-02-01 00:00:00
104240,2025-02-01 00:00:00
104240,2025-03-01 00:00:00
104248,2025-09-01 00:00:00
104253,2025-02-01 00:00:00
104260,2025-02-01 00:00:00
104262,2025-02-01 00:00:00
104262,2025-03-01 00:00:00
104262,2026-01-01 00:00:00
104262,2026-02-01 00:00:00
104273,2025-12-01 00:00:00
104334,2025-07-01 00:00:00
104336,2025-02-01 00:00:00
104339,2025-02-01 00:00:00
104339,2025-03-01 00:00:00
104378,2025-08-01 00:00:00
104443,2025-07-01 00:00:00
104456,2026-01-01 00:00:00
104456,2026-02-01 00:00:00
104463,2025-02-01 00:00:00
104464,2025-02-01 00:00:00
104482,2025-11-01 00:00:00
104504,2025-02-01 00:00:00
104511,2025-01-01 00:00:00
104540,2025-02-01 00:00:00
104540,2025-03-01 00:00:00
104545,2025-02-01 00:00:00
104651,2025-11-01 00:00:00
104653,2025-02-01 00:00:00
104654,2025-02-01 00:00:00
104658,2025-02-01 00:00:00
104658,2025-03-01 00:00:00
104663,2025-07-01 00:00:00
104667,2025-02-01 00:00:00
104667,2025-03-01 00:00:00
104667,2025-08-01 00:00:00
104668,2025-02-01 00:00:00
104668,2025-03-01 00:00:00
104668,2025-07-01 00:00:00
104668,2025-12-01 00:00:00
104668,2026-01-01 00:00:00
104668,2026-02-01 00:00:00
104672,2025-02-01 00:00:00
104672,2025-03-01 00:00:00
104672,2025-09-01 00:00:00
104752,2025-08-01 00:00:00
104770,2025-08-01 00:00:00
104772,2025-08-01 00:00:00
104792,2025-08-01 00:00:00
104803,2025-10-01 00:00:00
104858,2025-10-01 00:00:00
104864,2025-09-01 00:00:00
104883,2025-08-01 00:00:00
104935,2025-07-01 00:00:00
104944,2025-06-01 00:00:00
105006,2025-07-01 00:00:00
105026,2025-08-01 00:00:00
105026,2026-01-01 00:00:00
105026,2026-02-01 00:00:00
105061,2025-08-01 00:00:00
105061,2025-10-01 00:00:00
105125,2025-08-01 00:00:00
105125,2025-10-01 00:00:00
105137,2025-08-01 00:00:00
105196,2025-09-01 00:00:00
105229,2025-03-01 00:00:00
105229,2025-07-01 00:00:00
105249,2025-08-01 00:00:00
105277,2025-02-01 00:00:00
105277,2025-03-01 00:00:00
105313,2025-02-01 00:00:00
105313,2025-03-01 00:00:00
105330,2025-03-01 00:00:00
105330,2026-01-01 00:00:00
105330,2026-02-01 00:00:00
105376,2025-03-01 00:00:00
105376,2025-07-01 00:00:00
105376,2026-01-01 00:00:00
105376,2026-02-01 00:00:00
105414,2025-12-01 00:00:00
105414,2026-01-01 00:00:00
105414,2026-02-01 00:00:00
105426,2025-02-01 00:00:00
105426,2025-03-01 00:00:00
105426,2025-07-01 00:00:00
105438,2025-02-01 00:00:00
105438,2025-03-01 00:00:00
105497,2025-02-01 00:00:00
105503,2025-02-01 00:00:00
105503,2025-03-01 00:00:00
105655,2025-09-01 00:00:00
105700,2025-02-01 00:00:00
105700,2025-03-01 00:00:00
105703,2025-02-01 00:00:00
105709,2025-03-01 00:00:00
105752,2025-02-01 00:00:00
105752,2025-03-01 00:00:00
105761,2025-12-01 00:00:00
105793,2025-06-01 00:00:00
105793,2025-12-01 00:00:00
105832,2025-07-01 00:00:00
105832,2026-01-01 00:00:00
105832,2026-02-01 00:00:00
105874,2025-08-01 00:00:00
105874,2025-12-01 00:00:00
105874,2026-01-01 00:00:00
105874,2026-02-01 00:00:00
105878,2025-11-01 00:00:00
105903,2025-02-01 00:00:00
105903,2025-03-01 00:00:00
105911,2025-02-01 00:00:00
105913,2025-02-01 00:00:00
105913,2025-03-01 00:00:00
105913,2025-07-01 00:00:00
105915,2025-09-01 00:00:00
105918,2025-02-01 00:00:00
105918,2025-03-01 00:00:00
105919,2025-02-01 00:00:00
105919,2025-03-01 00:00:00
105920,2025-02-01 00:00:00
105920,2025-03-01 00:00:00
105920,2025-07-01 00:00:00
105924,2025-02-01 00:00:00
105924,2025-03-01 00:00:00
105929,2025-02-01 00:00:00
105938,2025-02-01 00:00:00
105938,2025-03-01 00:00:00
105938,2025-12-01 00:00:00
105942,2025-02-01 00:00:00
105942,2025-03-01 00:00:00
105942,2026-01-01 00:00:00
105942,2026-02-01 00:00:00
105945,2025-02-01 00:00:00
105949,2025-02-01 00:00:00
105959,2025-02-01 00:00:00
105959,2025-03-01 00:00:00
105964,2025-02-01 00:00:00
105964,2025-03-01 00:00:00
105980,2025-02-01 00:00:00
105980,2025-03-01 00:00:00
105981,2025-02-01 00:00:00
105981,2025-03-01 00:00:00
105992,2025-02-01 00:00:00
105992,2025-03-01 00:00:00
106002,2025-02-01 00:00:00
106002,2025-03-01 00:00:00
106003,2025-02-01 00:00:00
106003,2025-03-01 00:00:00
106003,2025-12-01 00:00:00
106003,2026-01-01 00:00:00
106003,2026-02-01 00:00:00
106018,2025-02-01 00:00:00
106018,2025-03-01 00:00:00
106019,2025-07-01 00:00:00
106025,2025-02-01 00:00:00
106025,2025-03-01 00:00:00
106026,2025-02-01 00:00:00
106052,2025-02-01 00:00:00
106054,2025-02-01 00:00:00
106054,2025-03-01 00:00:00
106054,2025-07-01 00:00:00
106065,2025-08-01 00:00:00
106065,2026-01-01 00:00:00
106065,2026-02-01 00:00:00
106089,2026-01-01 00:00:00
106089,2026-02-01 00:00:00
106109,2025-08-01 00:00:00
106109,2026-01-01 00:00:00
106109,2026-02-01 00:00:00
106115,2025-08-01 00:00:00
106115,2026-01-01 00:00:00
106115,2026-02-01 00:00:00
106120,2025-08-01 00:00:00
106120,2026-01-01 00:00:00
106120,2026-02-01 00:00:00
106174,2025-08-01 00:00:00
106185,2025-02-01 00:00:00
106187,2025-12-01 00:00:00
106187,2026-01-01 00:00:00
106187,2026-02-01 00:00:00
106221,2025-12-01 00:00:00
106222,2025-08-01 00:00:00
106222,2026-01-01 00:00:00
106222,2026-02-01 00:00:00
106223,2026-01-01 00:00:00
106223,2026-02-01 00:00:00
106225,2025-02-01 00:00:00
106226,2025-06-01 00:00:00
106226,2025-12-01 00:00:00
106226,2026-01-01 00:00:00
106226,2026-02-01 00:00:00
106236,2025-02-01 00:00:00
106236,2025-03-01 00:00:00
106236,2026-01-01 00:00:00
106236,2026-02-01 00:00:00
106238,2025-02-01 00:00:00
106238,2025-03-01 00:00:00
106238,2026-01-01 00:00:00
106238,2026-02-01 00:00:00
106253,2025-08-01 00:00:00
106253,2026-01-01 00:00:00
106253,2026-02-01 00:00:00
106273,2025-07-01 00:00:00
106273,2025-11-01 00:00:00
106314,2025-08-01 00:00:00
106314,2026-01-01 00:00:00
106314,2026-02-01 00:00:00
106330,2025-11-01 00:00:00
106332,2025-06-01 00:00:00
106332,2026-01-01 00:00:00
106332,2026-02-01 00:00:00
106334,2025-07-01 00:00:00
106339,2025-07-01 00:00:00
106339,2026-01-01 00:00:00
106339,2026-02-01 00:00:00
106413,2025-07-01 00:00:00
106413,2026-01-01 00:00:00
106413,2026-02-01 00:00:00
106419,2026-01-01 00:00:00
106419,2026-02-01 00:00:00
106425,2025-07-01 00:00:00
106425,2026-01-01 00:00:00
106425,2026-02-01 00:00:00
106429,2025-08-01 00:00:00
106429,2026-01-01 00:00:00
106429,2026-02-01 00:00:00
106442,2025-09-01 00:00:00
106449,2025-11-01 00:00:00
106462,2025-08-01 00:00:00
106462,2026-01-01 00:00:00
106462,2026-02-01 00:00:00
106467,2025-08-01 00:00:00
106467,2026-01-01 00:00:00
106467,2026-02-01 00:00:00
106475,2025-09-01 00:00:00
106479,2026-01-01 00:00:00
106479,2026-02-01 00:00:00
106480,2025-09-01 00:00:00
106480,2026-01-01 00:00:00
106480,2026-02-01 00:00:00
106487,2025-12-01 00:00:00
106487,2026-01-01 00:00:00
106487,2026-02-01 00:00:00
106489,2025-08-01 00:00:00
106489,2025-12-01 00:00:00
106489,2026-01-01 00:00:00
106489,2026-02-01 00:00:00
106491,2025-08-01 00:00:00
106491,2026-01-01 00:00:00
106491,2026-02-01 00:00:00
106493,2025-08-01 00:00:00
106493,2026-01-01 00:00:00
106493,2026-02-01 00:00:00
106525,2025-07-01 00:00:00
106525,2026-01-01 00:00:00
106525,2026-02-01 00:00:00
106526,2025-07-01 00:00:00
106526,2026-01-01 00:00:00
106526,2026-02-01 00:00:00
106574,2025-03-01 00:00:00
106577,2025-12-01 00:00:00
106577,2026-01-01 00:00:00
106577,2026-02-01 00:00:00
106581,2025-03-01 00:00:00
106581,2026-01-01 00:00:00
106581,2026-02-01 00:00:00
106583,2025-03-01 00:00:00
106585,2025-03-01 00:00:00
106585,2026-01-01 00:00:00
106585,2026-02-01 00:00:00
106590,2025-03-01 00:00:00
106590,2026-01-01 00:00:00
106590,2026-02-01 00:00:00
106592,2025-03-01 00:00:00
106592,2025-11-01 00:00:00
106593,2025-03-01 00:00:00
106593,2026-01-01 00:00:00
106593,2026-02-01 00:00:00
106594,2025-01-01 00:00:00
106594,2025-03-01 00:00:00
106594,2026-01-01 00:00:00
106594,2026-02-01 00:00:00
106596,2025-01-01 00:00:00
106596,2025-03-01 00:00:00
106596,2026-01-01 00:00:00
106596,2026-02-01 00:00:00
106597,2025-01-01 00:00:00
106597,2025-03-01 00:00:00
106597,2026-01-01 00:00:00
106597,2026-02-01 00:00:00
106601,2025-03-01 00:00:00
106601,2026-01-01 00:00:00
106601,2026-02-01 00:00:00
106602,2025-03-01 00:00:00
106604,2025-03-01 00:00:00
106604,2026-01-01 00:00:00
106604,2026-02-01 00:00:00
106607,2025-03-01 00:00:00
106609,2025-03-01 00:00:00
106610,2025-03-01 00:00:00
106611,2025-01-01 00:00:00
106611,2025-12-01 00:00:00
106611,2026-01-01 00:00:00
106611,2026-02-01 00:00:00
106614,2025-03-01 00:00:00
106616,2025-03-01 00:00:00
106616,2026-01-01 00:00:00
106616,2026-02-01 00:00:00
106617,2025-01-01 00:00:00
106617,2025-03-01 00:00:00
106617,2025-09-01 00:00:00
106617,2025-11-01 00:00:00
106618,2025-03-01 00:00:00
106618,2026-01-01 00:00:00
106618,2026-02-01 00:00:00
106619,2025-03-01 00:00:00
106620,2025-03-01 00:00:00
106620,2026-01-01 00:00:00
106620,2026-02-01 00:00:00
106622,2025-02-01 00:00:00
106622,2025-03-01 00:00:00
106623,2025-03-01 00:00:00
106624,2025-03-01 00:00:00
106624,2026-01-01 00:00:00
106624,2026-02-01 00:00:00
106625,2025-03-01 00:00:00
106626,2025-03-01 00:00:00
106629,2025-03-01 00:00:00
106629,2026-01-01 00:00:00
106629,2026-02-01 00:00:00
106632,2025-03-01 00:00:00
106632,2026-01-01 00:00:00
106632,2026-02-01 00:00:00
106633,2025-03-01 00:00:00
106635,2025-03-01 00:00:00
106636,2025-03-01 00:00:00
106637,2025-03-01 00:00:00
106637,2026-01-01 00:00:00
106637,2026-02-01 00:00:00
106638,2025-03-01 00:00:00
106641,2025-03-01 00:00:00
106641,2026-01-01 00:00:00
106641,2026-02-01 00:00:00
106642,2025-02-01 00:00:00
106642,2025-03-01 00:00:00
106642,2025-06-01 00:00:00
106642,2025-12-01 00:00:00
106644,2025-03-01 00:00:00
106644,2026-01-01 00:00:00
106644,2026-02-01 00:00:00
106649,2025-03-01 00:00:00
106649,2026-01-01 00:00:00
106649,2026-02-01 00:00:00
106650,2025-01-01 00:00:00
106650,2025-02-01 00:00:00
106650,2025-03-01 00:00:00
106651,2025-06-01 00:00:00
106652,2025-03-01 00:00:00
106655,2025-03-01 00:00:00
106655,2026-01-01 00:00:00
106655,2026-02-01 00:00:00
106658,2025-03-01 00:00:00
106658,2026-01-01 00:00:00
106658,2026-02-01 00:00:00
106668,2025-03-01 00:00:00
106668,2026-01-01 00:00:00
106668,2026-02-01 00:00:00
106774,2025-12-01 00:00:00
106790,2025-08-01 00:00:00
106801,2025-09-01 00:00:00
106854,2025-12-01 00:00:00
106854,2026-01-01 00:00:00
106854,2026-02-01 00:00:00
106859,2025-10-01 00:00:00
106884,2026-01-01 00:00:00
106884,2026-02-01 00:00:00
106898,2025-08-01 00:00:00
106898,2026-01-01 00:00:00
106898,2026-02-01 00:00:00
106900,2025-08-01 00:00:00
106900,2026-01-01 00:00:00
106900,2026-02-01 00:00:00
106908,2025-08-01 00:00:00
106908,2026-01-01 00:00:00
106908,2026-02-01 00:00:00
106918,2025-08-01 00:00:00
106918,2026-01-01 00:00:00
106918,2026-02-01 00:00:00
106954,2025-08-01 00:00:00
106954,2026-01-01 00:00:00
106954,2026-02-01 00:00:00
106978,2025-09-01 00:00:00
106978,2025-11-01 00:00:00
107002,2025-11-01 00:00:00
107007,2025-11-01 00:00:00
107008,2025-08-01 00:00:00
107022,2025-02-01 00:00:00
107022,2025-03-01 00:00:00
107022,2026-01-01 00:00:00
107022,2026-02-01 00:00:00
107038,2025-07-01 00:00:00
107038,2026-01-01 00:00:00
107038,2026-02-01 00:00:00
107039,2025-09-01 00:00:00
107083,2025-06-01 00:00:00
107087,2025-12-01 00:00:00
107094,2025-09-01 00:00:00
107101,2025-09-01 00:00:00
107142,2025-08-01 00:00:00
107142,2026-01-01 00:00:00
107142,2026-02-01 00:00:00
107263,2025-08-01 00:00:00
107263,2026-01-01 00:00:00
107263,2026-02-01 00:00:00
107307,2025-02-01 00:00:00
107341,2025-02-01 00:00:00
107341,2025-03-01 00:00:00
107341,2025-11-01 00:00:00
107348,2025-02-01 00:00:00
107355,2025-02-01 00:00:00
107355,2025-03-01 00:00:00
107383,2025-09-01 00:00:00
107412,2025-08-01 00:00:00
107416,2025-08-01 00:00:00
107416,2026-01-01 00:00:00
107416,2026-02-01 00:00:00
107450,2025-02-01 00:00:00
107473,2025-01-01 00:00:00
107483,2025-01-01 00:00:00
107483,2025-02-01 00:00:00
107483,2025-03-01 00:00:00
107525,2025-07-01 00:00:00
107525,2026-01-01 00:00:00
107525,2026-02-01 00:00:00
107532,2025-08-01 00:00:00
107532,2026-01-01 00:00:00
107532,2026-02-01 00:00:00
107544,2025-08-01 00:00:00
107544,2026-01-01 00:00:00
107544,2026-02-01 00:00:00
107571,2025-08-01 00:00:00
107571,2026-01-01 00:00:00
107571,2026-02-01 00:00:00
107572,2025-09-01 00:00:00
107589,2025-07-01 00:00:00
107600,2025-10-01 00:00:00
107602,2025-08-01 00:00:00
107606,2025-09-01 00:00:00
107606,2026-01-01 00:00:00
107606,2026-02-01 00:00:00
107612,2025-09-01 00:00:00
107623,2026-01-01 00:00:00
107623,2026-02-01 00:00:00
107628,2025-08-01 00:00:00
107628,2026-01-01 00:00:00
107628,2026-02-01 00:00:00
107642,2025-08-01 00:00:00
107647,2025-08-01 00:00:00
107647,2026-01-01 00:00:00
107647,2026-02-01 00:00:00
107662,2025-11-01 00:00:00
107681,2025-12-01 00:00:00
107692,2025-07-01 00:00:00
107692,2026-01-01 00:00:00
107692,2026-02-01 00:00:00
107699,2025-08-01 00:00:00
107764,2025-07-01 00:00:00
107764,2026-01-01 00:00:00
107764,2026-02-01 00:00:00
107770,2025-09-01 00:00:00
107778,2025-12-01 00:00:00
107809,2025-09-01 00:00:00
107809,2026-01-01 00:00:00
107809,2026-02-01 00:00:00
107813,2025-11-01 00:00:00
107840,2025-08-01 00:00:00
107901,2025-09-01 00:00:00
107989,2025-02-01 00:00:00
107990,2025-02-01 00:00:00
107990,2025-03-01 00:00:00
107990,2026-01-01 00:00:00
107990,2026-02-01 00:00:00
107993,2025-02-01 00:00:00
108038,2025-02-01 00:00:00
108038,2025-03-01 00:00:00
108038,2025-09-01 00:00:00
108055,2025-09-01 00:00:00
108055,2026-01-01 00:00:00
108055,2026-02-01 00:00:00
108143,2025-08-01 00:00:00
108163,2026-01-01 00:00:00
108163,2026-02-01 00:00:00
108178,2025-12-01 00:00:00
108181,2025-09-01 00:00:00
108275,2025-08-01 00:00:00
108275,2026-01-01 00:00:00
108275,2026-02-01 00:00:00
108569,2025-03-01 00:00:00
108577,2026-01-01 00:00:00
108577,2026-02-01 00:00:00
108914,2026-01-01 00:00:00
108914,2026-02-01 00:00:00
108930,2025-02-01 00:00:00
109120,2026-01-01 00:00:00
109120,2026-02-01 00:00:00
109502,2025-02-01 00:00:00
109502,2025-03-01 00:00:00
109566,2025-01-01 00:00:00
109566,2026-01-01 00:00:00
109566,2026-02-01 00:00:00
109800,2025-08-01 00:00:00
109942,2025-12-01 00:00:00
110168,2025-11-01 00:00:00
110281,2026-01-01 00:00:00
110281,2026-02-01 00:00:00
110474,2025-01-01 00:00:00
110474,2026-01-01 00:00:00
110474,2026-02-01 00:00:00
110638,2025-12-01 00:00:00
111119,2025-01-01 00:00:00
111371,2025-01-01 00:00:00
111372,2025-01-01 00:00:00
111377,2025-03-01 00:00:00
111377,2025-06-01 00:00:00
111377,2025-11-01 00:00:00
111426,2025-02-01 00:00:00
111499,2025-01-01 00:00:00
111499,2025-09-01 00:00:00
111725,2025-02-01 00:00:00
111753,2026-01-01 00:00:00
111753,2026-02-01 00:00:00
111914,2025-07-01 00:00:00
111954,2026-01-01 00:00:00
111954,2026-02-01 00:00:00
111999,2025-07-01 00:00:00
112163,2025-02-01 00:00:00
112224,2025-02-01 00:00:00
112382,2025-01-01 00:00:00
112382,2026-01-01 00:00:00
112382,2026-02-01 00:00:00
112667,2025-12-01 00:00:00
112727,2025-12-01 00:00:00
112727,2026-01-01 00:00:00
112727,2026-02-01 00:00:00
112793,2025-01-01 00:00:00
112811,2025-02-01 00:00:00
112815,2025-02-01 00:00:00
112815,2025-08-01 00:00:00
112852,2025-02-01 00:00:00
112852,2025-03-01 00:00:00
112912,2025-12-01 00:00:00
112912,2026-01-01 00:00:00
112912,2026-02-01 00:00:00
112928,2025-03-01 00:00:00
112928,2025-06-01 00:00:00
112971,2026-01-01 00:00:00
112971,2026-02-01 00:00:00
113110,2025-03-01 00:00:00
113565,2025-01-01 00:00:00
113591,2026-01-01 00:00:00
113591,2026-02-01 00:00:00
113884,2025-01-01 00:00:00
113937,2025-01-01 00:00:00
113956,2025-08-01 00:00:00
113956,2025-11-01 00:00:00
114045,2026-01-01 00:00:00
114045,2026-02-01 00:00:00
114097,2025-06-01 00:00:00
114127,2025-09-01 00:00:00
114127,2025-11-01 00:00:00
114136,2026-01-01 00:00:00
114136,2026-02-01 00:00:00
114286,2025-12-01 00:00:00
114286,2026-01-01 00:00:00
114286,2026-02-01 00:00:00
114335,2025-01-01 00:00:00
114385,2025-11-01 00:00:00
114400,2025-01-01 00:00:00
114404,2025-08-01 00:00:00
114404,2025-11-01 00:00:00
114508,2026-01-01 00:00:00
114508,2026-02-01 00:00:00
114535,2025-08-01 00:00:00
114535,2026-01-01 00:00:00
114535,2026-02-01 00:00:00
114576,2025-01-01 00:00:00
114576,2025-03-01 00:00:00
114586,2026-01-01 00:00:00
114586,2026-02-01 00:00:00
114597,2025-01-01 00:00:00
114597,2026-01-01 00:00:00
114597,2026-02-01 00:00:00
114618,2025-11-01 00:00:00
114737,2025-01-01 00:00:00
114763,2026-01-01 00:00:00
114763,2026-02-01 00:00:00
114783,2026-01-01 00:00:00
114783,2026-02-01 00:00:00
114850,2025-01-01 00:00:00
