Выезд к абоненту,
33858,2025-05-01 00:00:00
33858,2025-11-01 00:00:00
33879,2025-05-01 00:00:00
33880,2025-05-01 00:00:00
33881,2025-05-01 00:00:00
33882,2025-05-01 00:00:00
33882,2025-11-01 00:00:00
33883,2025-05-01 00:00:00
33883,2025-11-01 00:00:00
33886,2025-05-01 00:00:00
33888,2025-05-01 00:00:00
33888,2025-11-01 00:00:00
33897,2025-05-01 00:00:00
33897,2025-11-01 00:00:00
33899,2025-05-01 00:00:00
33902,2025-05-01 00:00:00
33904,2025-05-01 00:00:00
33906,2025-05-01 00:00:00
33906,2025-11-01 00:00:00
33907,2025-05-01 00:00:00
33912,2025-05-01 00:00:00
33917,2025-05-01 00:00:00
33917,2025-11-01 00:00:00
33919,2025-05-01 00:00:00
33925,2025-11-01 00:00:00
33943,2025-09-01 00:00:00
34051,2025-11-01 00:00:00
34054,2025-11-01 00:00:00
34056,2025-11-01 00:00:00
34178,2025-05-01 00:00:00
34193,2025-07-01 00:00:00
34193,2025-11-01 00:00:00
34199,2025-11-01 00:00:00
34209,2025-04-01 00:00:00
34212,2025-11-01 00:00:00
34212,2025-12-01 00:00:00
34215,2025-05-01 00:00:00
34228,2025-05-01 00:00:00
34228,2025-11-01 00:00:00
34236,2025-10-01 00:00:00
34265,2025-07-01 00:00:00
34276,2025-11-01 00:00:00
34277,2025-04-01 00:00:00
34279,2025-05-01 00:00:00
34280,2025-05-01 00:00:00
34280,2025-11-01 00:00:00
34364,2025-08-01 00:00:00
34364,2025-08-01 00:00:00
34428,2025-09-01 00:00:00
34429,2026-01-01 00:00:00
34432,2025-06-01 00:00:00
34451,2025-09-01 00:00:00
34490,2025-08-01 00:00:00
34491,2025-07-01 00:00:00
34523,2025-10-01 00:00:00
34554,2025-11-01 00:00:00
34554,2026-01-01 00:00:00
34575,2026-01-01 00:00:00
34580,2025-11-01 00:00:00
34580,2026-01-01 00:00:00
34609,2025-11-01 00:00:00
34612,2025-11-01 00:00:00
34612,2025-12-01 00:00:00
34705,2025-11-01 00:00:00
34705,2026-01-01 00:00:00
34731,2026-01-01 00:00:00
34810,2025-08-01 00:00:00
34817,2025-08-01 00:00:00
34818,2025-08-01 00:00:00
34982,2025-07-01 00:00:00
34992,2025-11-01 00:00:00
34994,2025-08-01 00:00:00
35001,2025-09-01 00:00:00
35011,2025-06-01 00:00:00
35011,2026-01-01 00:00:00
35017,2025-09-01 00:00:00
35021,2025-06-01 00:00:00
35021,2026-01-01 00:00:00
35045,2025-09-01 00:00:00
35047,2025-05-01 00:00:00
35047,2026-01-01 00:00:00
35089,2025-05-01 00:00:00
35089,2026-01-01 00:00:00
35322,2025-06-01 00:00:00
35330,2025-08-01 00:00:00
35330,2025-08-01 00:00:00
35354,2025-06-01 00:00:00
35433,2025-05-01 00:00:00
35448,2025-09-01 00:00:00
35451,2025-09-01 00:00:00
35487,2025-11-01 00:00:00
35494,2025-11-01 00:00:00
35494,2026-01-01 00:00:00
35494,2026-01-01 00:00:00
35517,2025-11-01 00:00:00
35520,2025-06-01 00:00:00
35520,2025-06-18 00:00:00
35566,2025-05-01 00:00:00
35587,2025-10-01 00:00:00
35589,2025-05-01 00:00:00
35593,2025-07-01 00:00:00
35599,2025-05-01 00:00:00
35599,2025-11-01 00:00:00
35600,2025-05-01 00:00:00
35612,2025-07-01 00:00:00
35612,2025-07-28 00:00:00
35616,2025-11-01 00:00:00
35622,2025-05-01 00:00:00
35629,2025-07-01 00:00:00
35629,2025-07-28 00:00:00
35655,2025-11-01 00:00:00
35667,2025-11-01 00:00:00
35667,2026-01-01 00:00:00
35674,2026-01-01 00:00:00
35683,2025-11-01 00:00:00
35693,2025-06-01 00:00:00
35693,2025-08-01 00:00:00
35718,2025-06-01 00:00:00
35720,2026-01-01 00:00:00
35747,2025-04-01 00:00:00
35748,2025-06-01 00:00:00
35751,2025-06-01 00:00:00
35751,2025-06-17 00:00:00
35751,2025-08-01 00:00:00
35754,2025-07-01 00:00:00
35766,2025-11-01 00:00:00
35776,2025-11-01 00:00:00
35776,2026-01-01 00:00:00
35786,2025-11-01 00:00:00
35809,2025-11-01 00:00:00
35824,2025-07-01 00:00:00
35826,2025-11-01 00:00:00
35832,2025-05-01 00:00:00
35838,2025-05-01 00:00:00
35838,2025-11-01 00:00:00
35839,2025-11-01 00:00:00
35843,2025-06-01 00:00:00
35854,2025-10-01 00:00:00
35974,2025-08-01 00:00:00
35974,2025-08-12 00:00:00
35980,2025-11-01 00:00:00
36001,2025-06-01 00:00:00
36001,2025-06-17 00:00:00
36001,2025-08-01 00:00:00
36003,2025-10-01 00:00:00
36003,2025-11-01 00:00:00
36006,2025-10-01 00:00:00
36007,2025-10-01 00:00:00
36008,2025-10-01 00:00:00
36099,2025-04-01 00:00:00
36100,2025-04-01 00:00:00
36106,2025-04-01 00:00:00
36113,2025-04-01 00:00:00
36117,2025-04-01 00:00:00
36120,2025-04-01 00:00:00
36122,2025-04-01 00:00:00
36125,2025-04-01 00:00:00
36126,2025-04-01 00:00:00
36129,2025-04-01 00:00:00
36145,2025-04-01 00:00:00
36145,2025-11-01 00:00:00
36149,2025-04-01 00:00:00
36151,2025-04-01 00:00:00
36155,2025-04-01 00:00:00
36160,2025-04-01 00:00:00
36161,2025-04-01 00:00:00
36162,2025-04-01 00:00:00
36163,2025-04-01 00:00:00
36164,2025-04-01 00:00:00
36165,2025-04-01 00:00:00
36166,2025-04-01 00:00:00
36166,2025-11-01 00:00:00
36167,2025-04-01 00:00:00
36168,2025-04-01 00:00:00
36169,2025-04-01 00:00:00
36173,2025-04-01 00:00:00
36175,2025-04-01 00:00:00
36177,2025-04-01 00:00:00
36178,2025-04-01 00:00:00
36179,2025-04-01 00:00:00
36179,2025-11-01 00:00:00
36180,2025-04-01 00:00:00
36181,2025-04-01 00:00:00
36182,2025-04-01 00:00:00
36183,2025-04-01 00:00:00
36184,2025-04-01 00:00:00
36185,2025-04-01 00:00:00
36186,2025-04-01 00:00:00
36187,2025-04-01 00:00:00
36188,2025-04-01 00:00:00
36194,2025-04-01 00:00:00
36195,2025-04-01 00:00:00
36196,2025-04-01 00:00:00
36196,2025-11-01 00:00:00
36204,2025-04-01 00:00:00
36206,2025-04-01 00:00:00
36207,2025-04-01 00:00:00
36207,2025-12-01 00:00:00
36208,2025-04-01 00:00:00
36212,2025-04-01 00:00:00
36215,2025-04-01 00:00:00
36217,2025-04-01 00:00:00
36218,2025-04-01 00:00:00
36219,2025-04-01 00:00:00
36222,2025-04-01 00:00:00
36224,2025-04-01 00:00:00
36225,2025-04-01 00:00:00
36226,2025-04-01 00:00:00
36229,2025-04-01 00:00:00
36232,2025-04-01 00:00:00
36236,2025-04-01 00:00:00
36237,2025-04-01 00:00:00
36238,2025-04-01 00:00:00
36240,2025-04-01 00:00:00
36243,2025-04-01 00:00:00
36244,2025-04-01 00:00:00
36253,2025-04-01 00:00:00
36277,2025-04-01 00:00:00
36277,2025-11-01 00:00:00
36348,2025-11-01 00:00:00
36370,2025-11-01 00:00:00
36382,2026-01-01 00:00:00
36406,2025-11-01 00:00:00
36420,2025-04-01 00:00:00
36491,2025-06-01 00:00:00
36514,2026-01-01 00:00:00
36517,2025-08-01 00:00:00
36517,2025-08-01 00:00:00
36517,2025-08-01 00:00:00
36517,2025-08-01 00:00:00
36517,2026-01-01 00:00:00
36551,2025-11-01 00:00:00
36584,2025-11-01 00:00:00
36605,2026-01-01 00:00:00
36634,2025-11-01 00:00:00
36698,2025-11-01 00:00:00
36712,2025-06-01 00:00:00
36725,2025-11-01 00:00:00
36855,2025-11-01 00:00:00
36923,2025-08-01 00:00:00
36926,2025-11-01 00:00:00
36926,2025-12-01 00:00:00
37067,2025-10-02 00:00:00
37204,2025-05-01 00:00:00
37229,2025-04-01 00:00:00
37229,2025-11-01 00:00:00
37237,2026-02-01 00:00:00
37251,2025-04-01 00:00:00
37336,2025-10-03 00:00:00
37344,2025-10-01 00:00:00
37344,2025-11-01 00:00:00
37344,2025-11-01 00:00:00
37395,2025-09-01 00:00:00
37395,2025-10-01 00:00:00
37453,2025-08-01 00:00:00
37453,2025-11-01 00:00:00
37453,2026-01-01 00:00:00
37457,2025-11-01 00:00:00
37500,2025-11-01 00:00:00
37505,2025-04-01 00:00:00
37506,2025-05-01 00:00:00
37518,2025-07-01 00:00:00
37530,2025-06-01 00:00:00
37530,2025-06-17 00:00:00
37537,2025-11-01 00:00:00
37547,2025-11-01 00:00:00
37553,2025-06-01 00:00:00
37553,2025-06-18 00:00:00
37565,2025-11-01 00:00:00
37569,2025-04-01 00:00:00
37571,2025-08-01 00:00:00
37581,2025-07-01 00:00:00
37597,2025-04-01 00:00:00
37630,2025-04-01 00:00:00
37663,2025-08-01 00:00:00
37663,2025-08-25 00:00:00
37663,2025-08-25 00:00:00
37666,2025-11-01 00:00:00
37666,2025-12-01 00:00:00
37666,2026-01-01 00:00:00
37669,2025-08-01 00:00:00
37669,2025-11-01 00:00:00
37669,2026-01-01 00:00:00
37672,2025-11-01 00:00:00
37723,2025-11-01 00:00:00
37727,2025-06-01 00:00:00
37824,2025-10-01 00:00:00
37855,2025-11-01 00:00:00
37856,2025-11-01 00:00:00
37857,2025-11-01 00:00:00
37858,2025-11-01 00:00:00
37859,2025-11-01 00:00:00
37861,2025-11-01 00:00:00
37863,2025-11-01 00:00:00
37865,2025-11-01 00:00:00
37867,2025-11-01 00:00:00
37868,2025-11-01 00:00:00
37870,2025-11-01 00:00:00
37871,2025-11-01 00:00:00
37872,2025-11-01 00:00:00
37873,2025-11-01 00:00:00
37874,2025-11-01 00:00:00
37875,2025-11-01 00:00:00
37876,2025-11-01 00:00:00
37878,2025-11-01 00:00:00
37879,2025-11-01 00:00:00
37880,2025-11-01 00:00:00
37881,2025-11-01 00:00:00
37882,2025-11-01 00:00:00
37883,2025-11-01 00:00:00
37884,2025-11-01 00:00:00
37885,2025-11-01 00:00:00
37886,2025-11-01 00:00:00
37888,2025-11-01 00:00:00
37889,2025-11-01 00:00:00
37890,2025-11-01 00:00:00
37891,2025-11-01 00:00:00
37892,2025-11-01 00:00:00
37895,2025-11-01 00:00:00
37897,2025-11-01 00:00:00
37898,2025-11-01 00:00:00
37899,2025-11-01 00:00:00
37900,2025-11-01 00:00:00
37901,2025-11-01 00:00:00
37902,2025-11-01 00:00:00
37903,2025-11-01 00:00:00
37904,2025-11-01 00:00:00
37905,2025-11-01 00:00:00
37906,2025-11-01 00:00:00
37907,2025-11-01 00:00:00
37909,2025-11-01 00:00:00
37910,2025-11-01 00:00:00
37911,2025-11-01 00:00:00
37912,2025-11-01 00:00:00
37913,2025-11-01 00:00:00
37914,2025-11-01 00:00:00
37916,2025-11-01 00:00:00
37917,2025-11-01 00:00:00
37918,2025-11-01 00:00:00
37920,2025-11-01 00:00:00
37921,2025-11-01 00:00:00
37950,2025-11-01 00:00:00
37951,2025-11-01 00:00:00
37960,2025-11-01 00:00:00
37961,2025-11-01 00:00:00
38023,2025-11-01 00:00:00
38036,2025-11-01 00:00:00
38180,2025-11-01 00:00:00
38181,2025-11-01 00:00:00
38182,2025-11-01 00:00:00
38183,2025-11-01 00:00:00
38184,2025-11-01 00:00:00
38185,2025-11-01 00:00:00
38186,2025-11-01 00:00:00
38187,2025-11-01 00:00:00
38188,2025-11-01 00:00:00
38189,2025-11-01 00:00:00
38190,2025-11-01 00:00:00
38191,2025-11-01 00:00:00
38192,2025-11-01 00:00:00
38193,2025-11-01 00:00:00
38194,2025-11-01 00:00:00
38195,2025-11-01 00:00:00
38196,2025-11-01 00:00:00
38197,2025-11-01 00:00:00
38198,2025-11-01 00:00:00
38199,2025-11-01 00:00:00
38200,2025-11-01 00:00:00
38201,2025-11-01 00:00:00
38202,2025-11-01 00:00:00
38203,2025-11-01 00:00:00
38205,2025-11-01 00:00:00
38206,2025-11-01 00:00:00
38207,2025-11-01 00:00:00
38208,2025-11-01 00:00:00
38240,2025-06-01 00:00:00
38260,2025-11-01 00:00:00
38272,2025-11-01 00:00:00
38276,2025-08-01 00:00:00
38280,2025-06-01 00:00:00
38295,2025-11-01 00:00:00
38347,2025-11-01 00:00:00
38386,2025-06-01 00:00:00
38387,2025-11-01 00:00:00
38400,2025-11-01 00:00:00
38439,2025-04-01 00:00:00
38497,2025-10-01 00:00:00
38499,2025-08-01 00:00:00
38499,2025-11-01 00:00:00
38499,2026-01-01 00:00:00
38503,2025-08-01 00:00:00
38503,2025-08-26 00:00:00
38503,2026-01-01 00:00:00
38507,2025-11-01 00:00:00
38507,2026-01-01 00:00:00
38507,2026-01-01 00:00:00
38515,2025-10-02 00:00:00
38548,2025-04-01 00:00:00
38549,2025-08-01 00:00:00
38586,2025-11-01 00:00:00
38674,2025-12-01 00:00:00
38675,2025-08-01 00:00:00
38695,2025-11-01 00:00:00
38706,2025-11-01 00:00:00
38745,2025-06-01 00:00:00
38745,2026-01-01 00:00:00
38817,2025-11-01 00:00:00
38818,2025-06-01 00:00:00
38818,2025-06-18 00:00:00
38856,2025-08-01 00:00:00
38856,2025-11-01 00:00:00
38856,2026-01-01 00:00:00
38928,2025-11-01 00:00:00
38931,2025-06-01 00:00:00
38931,2025-11-01 00:00:00
38931,2026-01-01 00:00:00
38940,2025-11-01 00:00:00
38941,2025-11-01 00:00:00
39001,2025-11-01 00:00:00
39001,2025-12-01 00:00:00
39001,2026-01-01 00:00:00
39018,2025-08-01 00:00:00
39044,2025-11-01 00:00:00
39051,2025-08-01 00:00:00
39061,2025-11-01 00:00:00
39081,2025-08-01 00:00:00
39083,2025-08-01 00:00:00
39083,2025-11-01 00:00:00
39083,2025-12-01 00:00:00
39083,2026-01-01 00:00:00
39160,2025-11-01 00:00:00
39169,2025-11-01 00:00:00
39180,2025-11-01 00:00:00
39207,2025-10-01 00:00:00
39207,2025-10-14 00:00:00
39281,2025-11-01 00:00:00
39306,2025-11-01 00:00:00
39320,2025-11-01 00:00:00
39355,2025-11-01 00:00:00
39522,2025-06-01 00:00:00
39536,2025-06-01 00:00:00
39728,2025-11-01 00:00:00
39730,2025-11-01 00:00:00
39750,2025-11-01 00:00:00
39800,2025-06-01 00:00:00
39823,2025-10-01 00:00:00
39823,2025-10-14 00:00:00
39853,2025-10-01 00:00:00
39877,2025-11-01 00:00:00
39880,2025-11-01 00:00:00
39893,2025-11-01 00:00:00
39960,2025-04-01 00:00:00
39970,2025-04-01 00:00:00
39970,2025-10-01 00:00:00
40072,2026-01-01 00:00:00
40086,2025-07-01 00:00:00
40086,2025-07-10 00:00:00
40086,2025-11-01 00:00:00
40123,2025-11-01 00:00:00
40206,2025-06-01 00:00:00
40221,2025-08-01 00:00:00
40227,2025-04-01 00:00:00
40233,2025-08-01 00:00:00
40252,2025-05-01 00:00:00
40299,2025-11-01 00:00:00
40353,2025-11-01 00:00:00
40364,2025-11-01 00:00:00
40397,2025-10-06 00:00:00
40401,2025-11-01 00:00:00
40413,2025-04-01 00:00:00
40421,2025-11-01 00:00:00
40483,2025-11-01 00:00:00
40500,2025-11-01 00:00:00
40502,2025-11-01 00:00:00
40506,2025-11-01 00:00:00
40551,2025-11-01 00:00:00
40551,2026-01-01 00:00:00
40618,2025-11-01 00:00:00
40633,2025-11-01 00:00:00
40641,2025-07-01 00:00:00
40654,2025-07-01 00:00:00
40657,2025-07-01 00:00:00
40658,2025-07-01 00:00:00
40660,2025-07-01 00:00:00
40661,2025-07-01 00:00:00
40663,2025-07-01 00:00:00
40664,2025-07-01 00:00:00
40665,2025-07-01 00:00:00
40666,2025-07-01 00:00:00
40667,2025-07-01 00:00:00
40668,2025-07-01 00:00:00
40670,2025-07-01 00:00:00
40672,2025-07-01 00:00:00
40673,2025-07-01 00:00:00
40674,2025-07-01 00:00:00
40676,2025-07-01 00:00:00
40678,2025-11-01 00:00:00
40681,2025-11-01 00:00:00
40686,2025-11-01 00:00:00
40686,2025-11-01 00:00:00
40691,2025-11-01 00:00:00
40698,2025-12-01 00:00:00
40760,2025-11-01 00:00:00
40780,2025-10-02 00:00:00
40877,2025-12-01 00:00:00
40899,2025-08-01 00:00:00
40923,2025-11-01 00:00:00
40983,2025-08-01 00:00:00
41016,2025-11-01 00:00:00
41026,2025-11-01 00:00:00
41086,2025-08-01 00:00:00
41092,2025-12-01 00:00:00
41092,2026-02-01 00:00:00
41142,2025-11-01 00:00:00
41152,2025-07-01 00:00:00
41185,2025-08-01 00:00:00
41205,2025-11-01 00:00:00
41230,2025-11-01 00:00:00
41248,2025-06-01 00:00:00
41266,2025-04-01 00:00:00
41279,2025-06-01 00:00:00
41280,2025-07-01 00:00:00
41300,2025-11-01 00:00:00
41358,2025-11-01 00:00:00
41359,2025-11-01 00:00:00
41405,2025-04-01 00:00:00
41487,2026-02-01 00:00:00
41498,2025-11-01 00:00:00
41553,2025-11-01 00:00:00
41655,2026-01-01 00:00:00
41671,2026-01-01 00:00:00
41753,2025-11-01 00:00:00
41866,2025-11-01 00:00:00
41868,2026-02-01 00:00:00
41952,2025-04-01 00:00:00
42037,2025-07-01 00:00:00
42043,2025-11-01 00:00:00
42049,2025-11-01 00:00:00
42060,2025-11-01 00:00:00
42069,2026-01-01 00:00:00
42238,2025-11-01 00:00:00
42304,2025-11-01 00:00:00
42314,2026-01-01 00:00:00
42414,2026-01-01 00:00:00
42441,2025-11-01 00:00:00
42454,2025-04-01 00:00:00
42454,2025-11-01 00:00:00
42455,2025-04-01 00:00:00
42456,2025-04-01 00:00:00
42459,2025-04-01 00:00:00
42460,2025-04-01 00:00:00
42461,2025-04-01 00:00:00
42462,2025-04-01 00:00:00
42463,2025-04-01 00:00:00
42464,2025-04-01 00:00:00
42465,2025-04-01 00:00:00
42472,2025-04-01 00:00:00
42473,2025-04-01 00:00:00
42529,2025-07-01 00:00:00
42532,2025-07-01 00:00:00
42533,2025-07-01 00:00:00
42585,2025-11-01 00:00:00
42590,2025-11-01 00:00:00
42591,2025-04-01 00:00:00
42596,2025-04-01 00:00:00
42629,2026-01-01 00:00:00
42686,2025-11-01 00:00:00
42686,2025-12-01 00:00:00
42686,2026-01-01 00:00:00
42833,2025-11-01 00:00:00
42833,2025-12-01 00:00:00
42844,2025-07-01 00:00:00
42890,2025-11-01 00:00:00
42917,2025-08-01 00:00:00
42982,2025-11-01 00:00:00
42982,2025-11-01 00:00:00
42982,2026-01-01 00:00:00
42982,2026-01-01 00:00:00
42984,2025-11-01 00:00:00
42995,2025-11-01 00:00:00
42998,2025-04-01 00:00:00
42999,2025-08-01 00:00:00
43002,2025-12-01 00:00:00
43016,2025-06-01 00:00:00
43031,2025-08-01 00:00:00
43032,2025-06-01 00:00:00
43033,2025-06-01 00:00:00
43051,2025-06-01 00:00:00
43116,2025-08-01 00:00:00
43120,2025-09-01 00:00:00
43128,2025-08-01 00:00:00
43133,2025-06-01 00:00:00
43133,2025-11-01 00:00:00
43133,2025-11-01 00:00:00
43133,2026-01-01 00:00:00
43135,2025-06-01 00:00:00
43172,2026-01-01 00:00:00
43173,2025-05-01 00:00:00
43173,2025-08-01 00:00:00
43175,2025-11-01 00:00:00
43181,2025-10-02 00:00:00
43262,2025-04-01 00:00:00
43267,2025-07-01 00:00:00
43267,2025-07-28 00:00:00
43323,2025-04-01 00:00:00
43332,2025-11-01 00:00:00
43354,2025-10-01 00:00:00
43405,2025-05-01 00:00:00
43405,2025-11-01 00:00:00
43411,2025-05-01 00:00:00
43412,2025-05-01 00:00:00
43412,2025-11-01 00:00:00
43418,2025-05-01 00:00:00
43419,2025-05-01 00:00:00
43420,2025-05-01 00:00:00
43422,2025-05-01 00:00:00
43435,2025-10-01 00:00:00
43440,2025-10-01 00:00:00
43441,2025-10-01 00:00:00
43448,2025-10-01 00:00:00
43457,2025-10-01 00:00:00
43513,2026-01-01 00:00:00
43513,2026-01-15 00:00:00
43539,2025-04-01 00:00:00
43591,2025-11-01 00:00:00
43593,2025-08-01 00:00:00
43763,2025-04-01 00:00:00
43785,2025-07-01 00:00:00
43846,2025-08-01 00:00:00
43877,2025-04-01 00:00:00
43892,2025-07-01 00:00:00
43892,2025-07-10 00:00:00
43892,2025-11-01 00:00:00
43921,2025-11-01 00:00:00
43925,2026-01-01 00:00:00
43955,2025-11-01 00:00:00
43972,2025-11-01 00:00:00
44019,2025-05-01 00:00:00
44019,2026-01-01 00:00:00
44036,2025-11-01 00:00:00
44037,2025-11-01 00:00:00
44043,2025-11-01 00:00:00
44046,2025-10-01 00:00:00
44046,2025-11-01 00:00:00
44047,2025-11-01 00:00:00
44060,2025-11-01 00:00:00
44066,2025-11-01 00:00:00
44066,2025-11-01 00:00:00
44067,2025-11-01 00:00:00
44071,2025-11-01 00:00:00
44073,2025-11-01 00:00:00
44073,2025-11-13 00:00:00
44075,2026-01-01 00:00:00
44077,2025-11-01 00:00:00
44083,2025-11-01 00:00:00
44085,2025-10-01 00:00:00
44102,2025-08-01 00:00:00
44103,2025-08-01 00:00:00
44108,2025-08-01 00:00:00
44111,2025-08-01 00:00:00
44112,2025-08-01 00:00:00
44113,2025-08-01 00:00:00
44114,2025-08-01 00:00:00
44115,2025-08-01 00:00:00
44117,2025-08-01 00:00:00
44118,2025-08-01 00:00:00
44120,2025-08-01 00:00:00
44121,2025-08-01 00:00:00
44122,2025-08-01 00:00:00
44123,2025-08-01 00:00:00
44125,2025-08-01 00:00:00
44157,2025-09-01 00:00:00
44158,2025-09-01 00:00:00
44160,2025-09-01 00:00:00
44161,2025-09-01 00:00:00
44164,2025-08-01 00:00:00
44197,2025-08-01 00:00:00
44338,2025-09-01 00:00:00
44360,2025-11-01 00:00:00
44386,2025-11-01 00:00:00
44412,2026-01-01 00:00:00
44425,2025-04-01 00:00:00
44433,2025-11-01 00:00:00
44446,2025-11-01 00:00:00
44448,2025-07-01 00:00:00
44464,2025-10-01 00:00:00
44485,2025-07-01 00:00:00
44486,2025-07-01 00:00:00
44492,2025-11-01 00:00:00
44521,2025-05-01 00:00:00
44550,2025-08-01 00:00:00
44729,2025-11-01 00:00:00
44760,2025-04-01 00:00:00
44763,2025-11-01 00:00:00
44788,2025-10-02 00:00:00
44793,2025-11-01 00:00:00
44819,2025-11-01 00:00:00
44835,2025-11-01 00:00:00
44836,2025-11-01 00:00:00
44999,2025-04-01 00:00:00
45009,2025-04-01 00:00:00
45010,2025-11-01 00:00:00
45099,2025-04-01 00:00:00
45126,2025-06-01 00:00:00
45190,2025-09-01 00:00:00
45263,2025-11-01 00:00:00
45264,2025-11-01 00:00:00
45273,2026-01-01 00:00:00
45285,2025-06-01 00:00:00
45285,2026-01-01 00:00:00
45298,2025-06-01 00:00:00
45308,2025-06-01 00:00:00
45308,2025-11-01 00:00:00
45308,2026-01-01 00:00:00
45366,2025-06-01 00:00:00
45366,2026-01-01 00:00:00
45371,2025-10-01 00:00:00
45373,2026-02-01 00:00:00
45379,2025-04-01 00:00:00
45431,2025-12-01 00:00:00
45432,2025-09-01 00:00:00
45432,2025-12-01 00:00:00
45436,2025-05-01 00:00:00
45436,2026-01-01 00:00:00
45437,2025-05-01 00:00:00
45437,2026-01-01 00:00:00
45438,2025-05-01 00:00:00
45438,2026-01-01 00:00:00
45446,2025-12-01 00:00:00
45448,2025-08-01 00:00:00
45469,2025-06-01 00:00:00
45470,2025-06-01 00:00:00
45471,2025-06-01 00:00:00
45471,2026-01-01 00:00:00
45472,2025-06-01 00:00:00
45472,2026-01-01 00:00:00
45473,2025-06-01 00:00:00
45473,2026-01-01 00:00:00
45474,2025-06-01 00:00:00
45474,2026-01-01 00:00:00
45478,2025-11-01 00:00:00
45487,2025-09-01 00:00:00
45739,2025-04-01 00:00:00
45743,2025-08-01 00:00:00
45747,2025-10-01 00:00:00
45768,2025-10-01 00:00:00
45775,2025-11-01 00:00:00
45790,2025-07-01 00:00:00
45821,2025-11-01 00:00:00
45826,2025-08-01 00:00:00
45828,2025-06-01 00:00:00
45839,2025-07-01 00:00:00
45849,2025-08-01 00:00:00
45850,2025-04-01 00:00:00
45858,2025-07-01 00:00:00
45876,2025-11-01 00:00:00
45946,2025-11-01 00:00:00
46007,2025-06-01 00:00:00
46022,2026-01-01 00:00:00
46047,2026-01-01 00:00:00
46048,2026-01-01 00:00:00
46063,2026-01-01 00:00:00
46064,2026-01-01 00:00:00
46069,2026-01-01 00:00:00
46070,2026-01-01 00:00:00
46073,2025-04-01 00:00:00
46076,2025-05-01 00:00:00
46077,2025-04-01 00:00:00
46088,2025-08-01 00:00:00
46096,2025-08-01 00:00:00
46097,2025-08-01 00:00:00
46098,2025-10-01 00:00:00
46205,2025-11-01 00:00:00
46205,2026-01-01 00:00:00
46211,2025-06-01 00:00:00
46232,2025-09-01 00:00:00
46267,2025-10-01 00:00:00
46279,2025-12-01 00:00:00
46279,2025-12-08 00:00:00
46288,2025-08-01 00:00:00
46293,2025-08-01 00:00:00
46294,2025-08-01 00:00:00
46315,2025-07-01 00:00:00
46338,2025-12-01 00:00:00
46381,2026-01-01 00:00:00
46443,2025-11-01 00:00:00
46669,2025-08-01 00:00:00
46763,2025-10-01 00:00:00
46773,2026-01-01 00:00:00
46775,2025-11-01 00:00:00
46775,2025-12-01 00:00:00
46818,2025-11-01 00:00:00
46818,2026-01-01 00:00:00
46857,2025-11-01 00:00:00
46863,2025-10-01 00:00:00
46869,2025-10-01 00:00:00
47394,2025-10-01 00:00:00
47558,2025-08-01 00:00:00
47558,2025-08-25 00:00:00
47559,2025-10-01 00:00:00
47783,2026-01-01 00:00:00
47823,2026-01-01 00:00:00
47854,2025-12-01 00:00:00
48016,2025-10-01 00:00:00
48172,2025-08-01 00:00:00
49042,2026-02-01 00:00:00
49212,2025-11-01 00:00:00
49224,2025-11-01 00:00:00
49261,2025-11-01 00:00:00
49274,2025-11-01 00:00:00
49312,2025-12-01 00:00:00
49327,2025-11-01 00:00:00
49327,2025-12-01 00:00:00
49353,2025-11-01 00:00:00
49377,2025-11-01 00:00:00
49377,2025-12-01 00:00:00
49409,2025-11-01 00:00:00
49445,2025-11-01 00:00:00
49467,2025-11-01 00:00:00
49563,2025-11-01 00:00:00
49577,2025-11-01 00:00:00
49610,2025-11-01 00:00:00
49629,2025-11-01 00:00:00
49794,2026-01-01 00:00:00
49832,2026-01-01 00:00:00
50007,2025-05-01 00:00:00
50007,2025-06-01 00:00:00
50007,2025-11-01 00:00:00
50060,2025-10-01 00:00:00
50060,2025-11-01 00:00:00
50150,2025-05-01 00:00:00
50150,2025-11-01 00:00:00
50150,2026-01-01 00:00:00
50152,2026-01-01 00:00:00
50167,2025-11-01 00:00:00
50175,2025-05-01 00:00:00
50257,2025-10-01 00:00:00
50429,2026-01-01 00:00:00
50444,2025-11-01 00:00:00
50569,2025-11-01 00:00:00
50611,2025-11-01 00:00:00
50674,2025-08-01 00:00:00
50674,2025-11-01 00:00:00
50674,2026-01-01 00:00:00
50745,2025-05-01 00:00:00
50770,2025-05-01 00:00:00
50967,2025-11-01 00:00:00
50973,2025-08-01 00:00:00
50973,2025-11-01 00:00:00
50974,2025-08-01 00:00:00
50974,2025-11-01 00:00:00
50974,2025-12-01 00:00:00
50991,2026-01-01 00:00:00
51021,2025-11-01 00:00:00
51066,2025-11-01 00:00:00
51359,2025-11-01 00:00:00
51512,2025-11-01 00:00:00
51512,2026-01-01 00:00:00
51548,2025-10-01 00:00:00
51563,2026-01-01 00:00:00
51564,2025-11-01 00:00:00
51661,2025-11-01 00:00:00
51670,2025-11-01 00:00:00
51672,2025-11-01 00:00:00
